ds_idx,true,pred_clean,pred_adv,iou10_gc,iou10_ig,iou10_rise,rho_gc,rho_ig,rho_rise,del_auc_gc_clean,del_auc_ig_clean,del_auc_rise_clean,del_auc_gc_adv,del_auc_ig_adv,del_auc_rise_adv
0,3,3,,,,,,,,0.25743746757507324,0.7427040934562683,0.32194873690605164,,,
1,8,8,,,,,,,,0.3600694239139557,0.30506211519241333,0.17375783622264862,,,
2,8,8,1,0.45390070921985815,0.7,0.5223880597014925,0.8244154453277588,0.8331493139266968,0.6803698539733887,0.5289945006370544,0.0636640191078186,0.2539001405239105,0.0978388711810112,0.06539272516965866,0.006854911334812641
3,0,8,,,,,,,,0.4106593430042267,0.12691403925418854,0.10707876831293106,,,
4,6,6,,,,,,,,0.53626948595047,0.7656433582305908,0.4713658392429352,,,
5,6,6,,,,,,,,0.17557504773139954,0.5906553268432617,0.2132258117198944,,,
6,1,1,9,0.3161290322580645,0.8214285714285714,0.2911392405063291,0.9515202641487122,0.9498852491378784,0.7175378799438477,0.0616520494222641,0.22108043730258942,0.11969951540231705,0.023906759917736053,0.2159639298915863,0.0736146867275238
7,6,6,2,0.6062992125984252,0.29936305732484075,0.34210526315789475,0.9094206094741821,0.7017350196838379,0.47566455602645874,0.23854999244213104,0.3800867795944214,0.18656395375728607,0.27158188819885254,0.5706624984741211,0.03462836891412735
8,3,3,5,0.45714285714285713,0.42657342657342656,0.18604651162790697,0.6592943668365479,0.8073896169662476,0.31203126907348633,0.20540711283683777,0.2964412569999695,0.4008318781852722,0.02304040640592575,0.2903810441493988,0.0772370994091034
9,1,1,,,,,,,,0.2065477967262268,0.26683270931243896,0.1885848045349121,,,
10,0,0,,,,,,,,0.6156447529792786,0.34543368220329285,0.63588947057724,,,
11,9,9,,,,,,,,0.48124849796295166,0.32774320244789124,0.3308226466178894,,,
12,5,5,,,,,,,,0.2183428406715393,0.0381346121430397,0.10318241268396378,,,
13,7,7,,,,,,,,0.37077564001083374,0.09050766378641129,0.14380602538585663,,,
14,9,9,,,,,,,,0.2831346392631531,0.10616931319236755,0.14482715725898743,,,
15,8,6,,,,,,,,0.37748903036117554,0.6715224385261536,0.1936064511537552,,,
16,5,5,,,,,,,,0.26458296179771423,0.03573879227042198,0.11290090531110764,,,
17,7,7,,,,,,,,0.1490306258201599,0.1337069422006607,0.11249532550573349,,,
18,8,8,,,,,,,,0.5369253158569336,0.0471472293138504,0.14159877598285675,,,
19,6,6,,,,,,,,0.24851477146148682,0.5106853246688843,0.196857288479805,,,
20,7,7,5,0.4676258992805755,0.3783783783783784,0.4782608695652174,0.877005398273468,0.8684269189834595,0.5606399774551392,0.28659120202064514,0.05721089988946915,0.15300728380680084,0.16737234592437744,0.06983675807714462,0.0691177025437355
21,0,0,,,,,,,,0.5295737981796265,0.5175624489784241,0.4814034700393677,,,
22,4,4,0,0.20710059171597633,0.3246753246753247,0.5223880597014925,0.7177640199661255,0.7103858590126038,0.5810235738754272,0.04317643493413925,0.03266119211912155,0.02500057779252529,0.00024438899708911777,0.051349811255931854,0.0003892257809638977
23,9,9,,,,,,,,0.44799116253852844,0.46159908175468445,0.2249036431312561,,,
24,5,5,4,0.5223880597014925,0.6062992125984252,0.275,0.7702962160110474,0.923917293548584,0.5490989685058594,0.27095553278923035,0.08282677829265594,0.09802360832691193,0.08624428510665894,0.11812175065279007,0.23664696514606476
25,2,2,3,0.5223880597014925,0.4782608695652174,0.42657342657342656,0.9395781755447388,0.8541427254676819,0.7246193885803223,0.4760645031929016,0.1172340139746666,0.2278338223695755,0.3624230623245239,0.25258010625839233,0.13582678139209747
26,4,4,3,0.19298245614035087,0.3076923076923077,0.5,0.8177967667579651,0.8342952728271484,0.587773323059082,0.12315837293863297,0.1601332724094391,0.3570970892906189,0.22317466139793396,0.15704528987407684,0.23387783765792847
27,0,0,,,,,,,,0.561904788017273,0.29410475492477417,0.6646247506141663,,,
28,9,9,1,0.2289156626506024,0.6062992125984252,0.1791907514450867,0.799846887588501,0.9342495203018188,0.6371668577194214,0.3271695673465729,0.2063094824552536,0.18101617693901062,0.14345695078372955,0.1450742483139038,0.05501391366124153
29,6,6,,,,,,,,0.2707847058773041,0.5929005146026611,0.1491653323173523,,,
30,6,6,3,0.5111111111111111,0.3076923076923077,0.19298245614035087,0.5576173663139343,0.754658579826355,0.4536588788032532,0.05756748095154762,0.2777995467185974,0.03947819024324417,0.019748490303754807,0.35320720076560974,0.005268732085824013
31,5,5,3,0.0,0.42657342657342656,0.046153846153846156,0.8176947832107544,0.8463223576545715,-0.15951505303382874,0.21803587675094604,0.12742722034454346,0.3909258246421814,0.23748990893363953,0.22544655203819275,0.02695196494460106
32,4,4,5,0.12087912087912088,0.4068965517241379,0.0,0.8574346303939819,0.8362303972244263,-0.1150120198726654,0.27293315529823303,0.15577173233032227,0.3826577067375183,0.016650591045618057,0.26390770077705383,0.05632786452770233
33,5,5,2,0.0625,0.5572519083969466,0.44680851063829785,0.5289090275764465,0.85820472240448,0.42601490020751953,0.24166013300418854,0.06262194365262985,0.07341515272855759,0.04245946556329727,0.03147661313414574,0.007620510645210743
34,9,9,,,,,,,,0.2799808084964752,0.15661565959453583,0.23439958691596985,,,
35,2,2,3,0.11475409836065574,0.5338345864661654,0.2830188679245283,0.6292706727981567,0.8843814134597778,0.6305497884750366,0.3006252646446228,0.08950086683034897,0.07467301934957504,0.21369242668151855,0.055653490126132965,0.0195926446467638
36,4,4,5,0.5813953488372093,0.5,0.48905109489051096,0.9426205158233643,0.9024283289909363,0.5471123456954956,0.2070789784193039,0.3288593292236328,0.026800625026226044,0.27075618505477905,0.4570086598396301,0.0016524858074262738
37,1,1,9,0.07368421052631578,0.48905109489051096,0.3509933774834437,0.6786323189735413,0.8461322784423828,0.6252363920211792,0.026735184714198112,0.15413102507591248,0.05915750190615654,0.01603131741285324,0.087522953748703,0.027805738151073456
38,9,9,,,,,,,,0.40837350487709045,0.2619052529335022,0.15856418013572693,,,
39,5,5,,,,,,,,0.4315534234046936,0.05702239274978638,0.22257626056671143,,,
40,4,4,,,,,,,,0.15942496061325073,0.10303466767072678,0.13354797661304474,,,
41,6,6,,,,,,,,0.3644283711910248,0.34477728605270386,0.21926918625831604,,,
42,5,5,,,,,,,,0.13326190412044525,0.050230368971824646,0.11331366747617722,,,
43,6,6,,,,,,,,0.19458572566509247,0.4722215533256531,0.09360962361097336,,,
44,0,0,,,,,,,,0.2988358736038208,0.9068262577056885,0.7635365724563599,,,
45,9,9,,,,,,,,0.4189295768737793,0.23075883090496063,0.21403153240680695,,,
46,3,3,2,0.275,0.5,0.1791907514450867,0.5324139595031738,0.8548572063446045,0.3009544014930725,0.1657639890909195,0.5515764355659485,0.11539818346500397,0.08644769340753555,0.3132011890411377,0.1532423049211502
47,9,9,0,0.3509933774834437,0.5572519083969466,0.2911392405063291,0.8318551778793335,0.8928993940353394,0.7306607961654663,0.1754860132932663,0.022409681230783463,0.01412965077906847,0.0015538218431174755,0.005424488335847855,0.0022754392120987177
48,7,7,,,,,,,,0.17618128657341003,0.15842925012111664,0.07939250767230988,,,
49,6,6,2,0.2670807453416149,0.4068965517241379,0.7739130434782608,0.8518257141113281,0.8175802826881409,0.51622474193573,0.10776377469301224,0.3201789855957031,0.0713554322719574,0.12859255075454712,0.20174363255500793,0.005088280886411667
50,9,9,,,,,,,,0.22821228206157684,0.16065706312656403,0.23912039399147034,,,
51,8,8,,,,,,,,0.49909481406211853,0.18236011266708374,0.28393277525901794,,,
52,0,5,,,,,,,,0.15137764811515808,0.06036465987563133,0.0188599843531847,,,
53,3,3,5,0.59375,0.5338345864661654,0.05699481865284974,0.8442929983139038,0.8229417204856873,0.3657389283180237,0.4971257746219635,0.2803691625595093,0.41766154766082764,0.24081110954284668,0.21835964918136597,0.03371052443981171
54,8,8,0,0.3691275167785235,0.44680851063829785,0.42657342657342656,0.6351037621498108,0.8081567287445068,0.41758206486701965,0.28721287846565247,0.21776852011680603,0.08077768981456757,0.15151648223400116,0.17361235618591309,0.02719801850616932
55,8,8,,,,,,,,0.6525285243988037,0.08949913829565048,0.08079144358634949,,,
56,7,7,,,,,,,,0.3767281472682953,0.12079071253538132,0.3040662705898285,,,
57,7,5,,,,,,,,0.1322644203901291,0.027275053784251213,0.023731959983706474,,,
58,4,4,3,0.07368421052631578,0.3783783783783784,0.4166666666666667,0.6272429823875427,0.8616880178451538,0.3861556053161621,0.033681053668260574,0.24497486650943756,0.2867819368839264,0.06500929594039917,0.06536224484443665,0.011791792698204517
59,6,3,,,,,,,,0.5809918642044067,0.21454104781150818,0.2440001368522644,,,
60,7,7,,,,,,,,0.3525298535823822,0.136621356010437,0.26137247681617737,,,
61,3,5,,,,,,,,0.21662072837352753,0.047247979789972305,0.05966944992542267,,,
62,6,6,3,0.1791907514450867,0.4068965517241379,0.42657342657342656,0.7354869842529297,0.8646281957626343,0.4272710084915161,0.052793264389038086,0.3283129930496216,0.08333367109298706,0.056647803634405136,0.3229830861091614,0.10077483206987381
63,3,3,1,0.3972602739726027,0.48905109489051096,0.0967741935483871,0.7877568006515503,0.8668547868728638,0.4591696262359619,0.12333246320486069,0.2965838313102722,0.14506714046001434,0.02050468698143959,0.32975175976753235,0.06394583731889725
64,6,6,2,0.42657342657342656,0.4068965517241379,0.43661971830985913,0.839044988155365,0.9071006774902344,0.5743776559829712,0.15606193244457245,0.23858098685741425,0.12903526425361633,0.12318146228790283,0.18699461221694946,0.008957095444202423
65,2,2,,,,,,,,0.7487289309501648,0.3730604350566864,0.31124088168144226,,,
66,1,1,,,,,,,,0.20716188848018646,0.18261271715164185,0.18158653378486633,,,
67,2,2,,,,,,,,0.32866090536117554,0.2579466998577118,0.19578367471694946,,,
68,3,3,5,0.11413043478260869,0.6062992125984252,0.13966480446927373,0.570003867149353,0.8662303686141968,0.13009679317474365,0.16138480603694916,0.17317230999469757,0.182631254196167,0.0721513107419014,0.1643669158220291,0.08481305837631226
69,7,7,4,0.8545454545454545,0.7288135593220338,0.6585365853658537,0.9677845239639282,0.9503943920135498,0.749606728553772,0.0744069367647171,0.10734295099973679,0.025646399706602097,0.020622434094548225,0.0667993351817131,0.004516191314905882
70,2,2,3,0.1590909090909091,0.34210526315789475,0.632,0.6192947626113892,0.7619285583496094,0.616346001625061,0.16208194196224213,0.11040373146533966,0.5163153409957886,0.14395613968372345,0.0742044523358345,0.23324407637119293
71,6,6,3,0.44680851063829785,0.44680851063829785,0.5813953488372093,0.9316689968109131,0.8354489803314209,0.5478962659835815,0.09480037540197372,0.20201340317726135,0.042130760848522186,0.06687181442975998,0.32664990425109863,0.0016953578451648355
72,8,8,0,0.3161290322580645,0.5813953488372093,0.25925925925925924,0.3610346019268036,0.8981121182441711,0.36295342445373535,0.6034169793128967,0.10862824320793152,0.18149130046367645,0.01988927647471428,0.06607963144779205,0.0005191699601709843
73,8,8,0,0.3877551020408163,0.3691275167785235,0.45714285714285713,0.6360601782798767,0.8144499659538269,0.4327150583267212,0.36998483538627625,0.1604597121477127,0.11945393681526184,0.10331442207098007,0.24060049653053284,0.004679334349930286
74,0,0,9,0.7739130434782608,0.5338345864661654,0.4166666666666667,0.9294931292533875,0.9181492328643799,0.4731060266494751,0.3985710144042969,0.6065114736557007,0.6073424220085144,0.49468937516212463,0.6715160608291626,0.34418201446533203
75,2,2,,,,,,,,0.4454774260520935,0.4724493622779846,0.3574160635471344,,,
76,9,9,,,,,,,,0.2052335888147354,0.16329073905944824,0.14109160006046295,,,
77,3,3,,,,,,,,0.2755553722381592,0.29930219054222107,0.33791834115982056,,,
78,3,5,,,,,,,,0.08809677511453629,0.04384054243564606,0.10014530271291733,,,
79,8,8,0,0.07936507936507936,0.4166666666666667,0.43661971830985913,0.48783037066459656,0.7454622983932495,0.5457091331481934,0.2999173700809479,0.2035634070634842,0.1883798986673355,0.04925621673464775,0.15655958652496338,0.0355977863073349
80,8,8,,,,,,,,0.7553710341453552,0.2969987392425537,0.2800505459308624,,,
81,1,1,9,0.3246753246753247,0.4782608695652174,0.6062992125984252,0.8888413310050964,0.7753602266311646,0.6608384251594543,0.11277029663324356,0.20385658740997314,0.33497753739356995,0.1467042863368988,0.20139175653457642,0.12297568470239639
82,1,1,,,,,,,,0.1343756467103958,0.29392555356025696,0.21666952967643738,,,
83,7,7,,,,,,,,0.25155237317085266,0.10469206422567368,0.7253738641738892,,,
84,2,2,5,0.3333333333333333,0.4166666666666667,0.2830188679245283,0.6501145362854004,0.812363862991333,0.5870082974433899,0.289030522108078,0.11017315089702606,0.24353811144828796,0.23044858872890472,0.23384827375411987,0.1609455943107605
85,5,5,7,0.2289156626506024,0.5111111111111111,0.3877551020408163,0.8449174165725708,0.8759218454360962,0.5265414118766785,0.060038622468709946,0.0522647388279438,0.05074484273791313,0.041355881839990616,0.042437948286533356,0.015798160806298256
86,2,2,0,0.1270718232044199,0.42657342657342656,0.2215568862275449,0.7317113876342773,0.7714880704879761,0.4509040117263794,0.4828418791294098,0.19374890625476837,0.3301204741001129,0.15807296335697174,0.08696925640106201,0.05220232158899307
87,7,3,,,,,,,,0.10732459276914597,0.15692494809627533,0.14023640751838684,,,
88,8,8,,,,,,,,0.4043201506137848,0.09185317158699036,0.22478240728378296,,,
89,9,9,,,,,,,,0.15838401019573212,0.2412831038236618,0.13429346680641174,,,
90,0,0,,,,,,,,0.3059294819831848,0.7137773633003235,0.9042832851409912,,,
91,3,3,,,,,,,,0.21309533715248108,0.28155893087387085,0.26277515292167664,,,
92,8,8,,,,,,,,0.5730233192443848,0.32176217436790466,0.10727086663246155,,,
93,6,6,,,,,,,,0.3297315537929535,0.5847789645195007,0.2170194685459137,,,
94,4,4,,,,,,,,0.2593388855457306,0.20156151056289673,0.3903653621673584,,,
95,6,6,3,0.3333333333333333,0.5692307692307692,0.3333333333333333,0.8959828615188599,0.8795350193977356,0.701433002948761,0.14156591892242432,0.579099178314209,0.07161478698253632,0.042472224682569504,0.5903174877166748,0.014651515521109104
96,6,6,4,0.23636363636363636,0.5223880597014925,0.44680851063829785,0.8060834407806396,0.8632559180259705,0.5388287305831909,0.28605160117149353,0.48733633756637573,0.039572905749082565,0.06294194608926773,0.5499472618103027,0.021922919899225235
97,0,0,2,0.48905109489051096,0.3076923076923077,0.21428571428571427,0.9283921718597412,0.7990034818649292,0.24739429354667664,0.1439712792634964,0.12141132354736328,0.5879766941070557,0.1172848716378212,0.3094345033168793,0.7250174283981323
98,0,0,,,,,,,,0.4767027795314789,0.6122825145721436,0.9604719281196594,,,
99,7,7,,,,,,,,0.17806851863861084,0.07953044027090073,0.24445897340774536,,,
100,4,4,,,,,,,,0.21082289516925812,0.1588553935289383,0.2058635801076889,,,
101,5,5,4,0.48905109489051096,0.5572519083969466,0.5223880597014925,0.9522824287414551,0.8491595387458801,0.5039898753166199,0.07744261622428894,0.03514301776885986,0.10468541830778122,0.1839720457792282,0.01800519973039627,0.06588847190141678
102,6,6,,,,,,,,0.2191578447818756,0.2535514831542969,0.19141554832458496,,,
103,3,3,,,,,,,,0.32616761326789856,0.4347095787525177,0.46251410245895386,,,
104,1,1,,,,,,,,0.23514266312122345,0.08915998041629791,0.15180851519107819,,,
105,1,1,,,,,,,,0.3231945335865021,0.5390764474868774,0.11090629547834396,,,
106,3,3,2,0.7142857142857143,0.59375,0.3972602739726027,0.8812075853347778,0.8989401459693909,0.5139269828796387,0.062319204211235046,0.2520102262496948,0.07538163661956787,0.02225588820874691,0.2534216344356537,0.010033413767814636
107,6,6,,,,,,,,0.4159107208251953,0.6450346112251282,0.28700050711631775,,,
108,8,8,,,,,,,,0.4406174421310425,0.38818085193634033,0.26814475655555725,,,
109,7,7,,,,,,,,0.16230419278144836,0.04152875393629074,0.18082720041275024,,,
110,4,4,5,0.6062992125984252,0.36,0.3333333333333333,0.8895437121391296,0.7551795244216919,0.691875696182251,0.2556346356868744,0.33572202920913696,0.05519341677427292,0.006906444206833839,0.2147371619939804,0.006819607689976692
111,0,0,,,,,,,,0.701181948184967,0.6453539133071899,0.715302586555481,,,
112,6,6,,,,,,,,0.14357922971248627,0.31114643812179565,0.130052849650383,,,
113,2,2,,,,,,,,0.5430223941802979,0.2661389708518982,0.45909571647644043,,,
114,1,1,,,,,,,,0.2843345105648041,0.07343944907188416,0.17694292962551117,,,
115,3,3,,,,,,,,0.22852203249931335,0.5224248766899109,0.2471187859773636,,,
116,0,0,,,,,,,,0.3626066744327545,0.6540724635124207,0.9419265389442444,,,
117,4,4,,,,,,,,0.1818767935037613,0.24540065228939056,0.07021525502204895,,,
118,2,6,,,,,,,,0.036040980368852615,0.38126638531684875,0.03553183004260063,,,
119,7,7,,,,,,,,0.22814704477787018,0.08840418606996536,0.47503164410591125,,,
120,8,8,0,0.0,0.36,0.44680851063829785,0.2848615050315857,0.8376580476760864,0.505937933921814,0.7984707355499268,0.10739856213331223,0.2254507690668106,0.08954108506441116,0.024245720356702805,0.0033948044292628765
121,3,3,0,0.8378378378378378,0.5,0.10270270270270271,0.972625732421875,0.9247936010360718,0.08398847281932831,0.49498051404953003,0.37787729501724243,0.11828205734491348,0.3081473112106323,0.24365325272083282,0.21429897844791412
122,1,1,,,,,,,,0.41509971022605896,0.10674425959587097,0.5278810858726501,,,
123,2,2,,,,,,,,0.6941576600074768,0.30963432788848877,0.5832061171531677,,,
124,8,8,0,0.05699481865284974,0.29936305732484075,0.12087912087912088,0.16572795808315277,0.7963227033615112,0.20104166865348816,0.47562140226364136,0.0354037769138813,0.06872032582759857,0.004079075064510107,0.018646804615855217,0.0008793123415671289
